Bank,Fiscal year,CET1 ratio,Cash and balances with central banks,Customer deposits,Debt securities issued / wholesale funding,Fee and commission expense,Fee and commission income,Impairment losses / credit loss expense,Interest expense,Interest income,Loan loss allowance,Loans and advances to customers (gross),Net interest income,Net profit,Operating expenses,Risk-weighted assets (RWA),Total assets,Total equity,Total operating income,asset_quality_value,asset_quality_type,asset_quality_ratio_label,year,roa,margin_proxy,cost_to_income,loans_to_assets,deposits_to_assets,loan_to_deposit,cost_of_risk,log_assets,loan_growth,country,internet_banking,internet_frequent,internet_purchases,post2020,z_banking,z_freq,z_purchases,digital_index_2,digital_index_3,gdp_growth,unemployment,inflation,policy_rate
Danske Bank,2018,17,40997,1059119,1071570,6932,17312,-387,30746,59767,21170,2064750,29022,14689,28020,748104,3578467,163276,46955,1.2,NPL,Non-performing loans as a percentage of total gross exposure (%),2018,0.00410483036451083,0.00811017678799329,0.5967415610691087,0.57699288550097,0.29597003409560574,1.9494976485173057,-1.874318924809299e-4,15.090445054377316,0.07537270212163127,Denmark,89.47,91.69,73.04,0,1.146542640549212,1.2082881451381906,1.379168357941016,1.1774153928437014,1.244666381209473,1.9,5.1,0.7,-0.4
Danske Bank,2019,17.3,99035,1140726,1145910,6079,16437,1729,41927,69819,21313,2169320,27892,15072,30960,767177,3761050,170508,48114,1.4,NPL,Non-performing loans as a percentage of total gross exposure (%),2019,0.00400739155289081,0.0074160141449861,0.6434717545828657,0.5767857380252855,0.30329987636431316,1.9017011973076792,7.970239522062213e-4,15.140208731700715,0.05064535658069991,Denmark,90.78,92.09,73.89,0,1.1069686219073278,1.0364187435642684,1.235150578757353,1.071693682735798,1.126179314742983,1.7,5,0.7,-0.42876712328767125
Danske Bank,2020,18.3,320702,1333781,1135971,5760,16434,7089,36234,64352,22554,2070484,28118,4589,32822,784184,4109231,168679,46215,1.2,NPL,Non-performing loans as a percentage of total gross exposure (%),2020,0.00111675396199434,0.00684264282051799,0.7102023152656064,0.5038616714416883,0.32458165530241545,1.5523418012402337,0.00342383713180106,15.228746464343292,-0.045560820902402543,Denmark,94.32,93.79,79.36,1,1.1734893556338108,1.0493744847920456,1.2482176326180867,1.111431920212928,1.1570271576813145,-1.8,5.6,0.3,-0.5
Danske Bank,2021,17.7,293386,1292030,1126417,6378,18495,141,30904,57678,22746,2072284,26774,12920,30822,860173,3935834,176704,47534,1,NPL,NPL as a percentage of total gross exposure (%),2021,0.00328265877066969,0.00680262429767109,0.648420078259772,0.526517124451895,0.3282734993396571,1.603897742312485,6.80408669854132e-5,15.18563336146815,8.69361946288949e-4,Denmark,94.59,94.68,82.48,1,1.1968330855866942,1.1219513476564285,1.187331244406456,1.1593922166215611,1.168705225883193,6.5,5.1,1.9,-0.5
Danske Bank,2022,17.8,175052,1262293,983305,5993,17305,1502,51241,79267,19645,2032466,28026,-5068,31250,838193,3762999,160318,45895,1.3,Stage3,Total gross credit exposure in stage 3 ... corresponding to 1.3% of total gross exposure,2022,-0.00134679812564393,0.00744778300499149,0.6809020590478265,0.5401186659895472,0.3354486674059706,1.6101380582796545,7.390037520922859e-4,15.140726803830123,-0.01921454781294451,Denmark,94.35,93.54,77.85,1,1.160599669529941,1.0151014313833453,1.03945728031568,1.0878505504566431,1.0717194604096554,0.4,4.5,8.6,0.011643835616438355
Danske Bank,2023,18.8,259156,1222203,1056208,4481,16111,262,47325,79594,20140,1863831,32269,21262,28908,827882,3770981,175739,55852,1.3,Other,corresponding to 1.3% of total gross exposure,2023,0.00563832063858184,0.00855718976043634,0.5175821814796248,0.4942562691246654,0.32410744047769,1.524976620086843,1.4057068478848136e-4,15.142845737776462,-0.08297063763920287,Denmark,96.22,95.19,79.78,1,1.1822892370094933,1.066162602746271,1.0338869695839463,1.124225919877882,1.0941129364465705,0.6,5.1,3.4,3.3075342465753423
Danske Bank,2024,17.8,107498,1094635,1079246,4551,19463,-543,43829,80526,19901,2013679,36697,23629,25736,814706,3716042,175687,56405,1.3,Stage3,Stage 3 gross/total gross credit exposure,2024,0.00635864718428909,0.00987529204460014,0.45627160712702775,0.5418881164421715,0.29457013672073673,1.8395894521918263,-2.696556899088683e-4,15.128169681327774,0.08039784722971133,Denmark,97.76,96.52,81.79,1,1.228690222015152,1.0848826872531188,1.064436247708521,1.156786454634135,1.1260030523255973,3.5,6.2,1.3,3.73224043715847
Deutsche Bank,2015,11.1,96940,566974,160016,3647,16412,956,10086,25967,5028,432777,15881,-6772,38667,396714,1629130,67624,33525,1.7,Other,90 days or more past due ratio of our consumer credit exposure,2015,-0.00415681989773682,0.00974814778440026,1.1533780760626398,0.2656491501599013,0.348022564190703,0.7633101341507723,0.00220898984927572,14.303556687960514,NA,Germany,50.98,75.43,63.84,0,-0.1853696550102824,0.320930086595589,1.19766315936293,0.06778021579265332,0.44440786364941226,1.7,4.4,0.7,-0.2063013698630137
Deutsche Bank,2016,11.8,181364,550204,172316,3255,14999,1383,10929,25636,4546,413455,14707,-1356,29442,357518,1590546,64819,30014,1.45,Other,90 days or more past due ratio of our consumer credit exposure,2016,-8.525374305427193e-4,0.00924651031784054,0.9809422269607516,0.25994532695061945,0.3459214634471433,0.7514576411658221,0.00334498312996577,14.27958791147584,-0.04464655007082174,Germany,52.97,77.79,64.4,0,-0.2012560338589463,0.2908332441760749,1.08616030276153,0.04478860515856431,0.3919125043595529,2.2,3.9,0.4,-0.3795081967213115
Deutsche Bank,2017,14,225655,580812,159715,3100,14102,525,11714,24092,3921,405621,12378,-735,24695,344212,1474732,68099,26447,1.34,Other,90 days or more past due ratio of our consumer credit exposure,2017,-4.983956406994627e-4,0.00839338944296319,0.93375430105494,0.27504726282470304,0.3938424066203215,0.6983688353546414,0.00129431168504589,14.203986836332282,-0.01894764847444097,Germany,55.56,79.48,66.3,0,-0.20741636560585375,0.2683191064954388,1.026769664531748,0.0304513704447925,0.3625574684737777,2.8,3.5,1.7,-0.4
Deutsche Bank,2018,13.6,188731,564405,152083,2882,12921,525,11601,24793,4247,433832,13192,341,23461,350432,1348137,68737,25316,NA,NA,NA,2018,2.529416520724526e-4,0.00978535564263869,0.9267261810712591,0.321801122586206,0.418655522398688,0.7686537149741763,0.00121014586291467,14.11423419733768,0.06955014656538983,Germany,58.84,83.54,67.85,0,-0.14392655949051728,0.4568705657634607,1.0697090946343364,0.1564720031364717,0.4608843669690933,1.1,3.2,1.9,-0.4
Deutsche Bank,2019,13.6,137592,572208,136473,2763,12283,723,11400,25149,4018,454235,13749,-5265,25076,324015,1297674,62160,23165,NA,NA,NA,2019,-0.00405725937330947,0.01059511094465944,1.082495143535506,0.3500378369297682,0.4409489594459009,0.7938284679696893,0.00159168712230453,14.07608398907728,0.04702972579247255,Germany,61.1,85.11,71.01,0,-0.189997760773445,0.3464033246598407,1.060355520482788,0.07820278194319785,0.4055870281230612,1,2.9,1.4,-0.42876712328767125
Deutsche Bank,2020,13.6,166208,568031,149163,2803,12227,1792,6280,17806,4808,431807,11526,624,21216,328951,1325259,62196,24028,NA,NA,NA,2020,4.7085135811188606e-4,0.00869716787435512,0.8829698684867654,0.325828385243941,0.4286188586532896,0.7601821027373507,0.00415000220005697,14.09711846999847,-0.04937532334584516,Germany,64.91,88.08,75.03,1,-0.15908251829958045,0.4132015361207661,0.990696725135492,0.1270595089105928,0.4149385809855593,-4.1,3.6,0.4,-0.5
Deutsche Bank,2021,13.2,192021,603750,144485,2796,13730,515,5444,16599,4779,490671,11155,2510,21505,351629,1323993,68030,25410,NA,NA,NA,2021,0.00189578041575748,0.00842527113058755,0.8463203463203464,0.3705993913865103,0.4560069426348931,0.8127055900621118,0.00104958312188818,14.09616272845605,0.13632016155365712,Germany,50.35,81.77,69,1,-1.0064940718896929,-0.43408304376293055,0.3405202893531322,-0.7202885578263117,-0.3666856087664971,3.9,3.6,3.2,-0.5
Deutsche Bank,2022,13.4,178896,621456,131525,2675,12512,1226,10649,24299,4848,501732,13650,5659,20390,360003,1336788,72328,27210,NA,NA,NA,2022,0.00423328156745871,0.01021104318710221,0.7493568540977582,0.3753265289634557,0.46488747654826346,0.8073491928632116,0.00244353559270686,14.105780279562348,0.022542599827583,Germany,48.58,85,66.23,1,-1.2490785161476985,-0.4159766984305416,0.2708320350235753,-0.83252760728912,-0.46474105985155495,1.8,3.1,8.7,0.011643835616438355
Deutsche Bank,2023,13.7,178416,622035,119390,2452,11657,1505,30472,44074,5208,492868,13602,4892,21695,349742,1312331,74818,28879,NA,NA,NA,2023,0.00372771808331891,0.01036476315807521,0.7512379237508224,0.3755668348915022,0.4739924607435167,0.7923476974768301,0.00305355592166665,14.087315503252627,-0.01766680219718897,Germany,57.22,86.3,67.52,1,-0.9875292129421864,-0.5311524322281413,0.1979373936026992,-0.7593408225851639,-0.4402480838558762,-0.9,3.1,6,3.3075342465753423
Deutsche Bank,2024,13.8,147494,666261,114899,2818,13190,1830,36292,49358,5697,503005,13065,3505,22971,357427,1387177,79432,30092,NA,NA,NA,2024,0.0025267143270109,0.00941840875389369,0.7633590323009438,0.36261053924625336,0.4802999184675063,0.7549668973570418,0.00363813480979314,14.142781304709484,0.02056737300859468,Germany,66.92,88,66.76,1,-0.6127119150174166,-0.6147864141178025,-0.01247567330515614,-0.6137491645676096,-0.4133246674801251,-0.5,3.4,2.5,3.73224043715847
Erste Group Bank,2015,12,7328,127797.081,27895.975,479,2341,729.143,1701,5518,6009,131906,4444.657,968.228,3868.858,98300,199743.371,14807.313,6771,7.1,NPL,NPL ratio,2015,0.00484735986557471,0.02225183733381569,0.5713865012553537,0.6603773599074785,0.6398063693437916,1.0321519002456714,0.00552774703197731,12.204788676594736,NA,Austria,51.03,68.44,46.35,0,-0.18343919425607075,-0.22461203757512532,0.1754266845789309,-0.20402561591559804,-0.07754151575075506,1.3,6.1,0.8,-0.2063013698630137
Erste Group Bank,2016,12.8,13333,138013,27192,442,2225,-195.672,1493,5885,4613,135267,4374.518,1264.728,4028,103639,208227.07,16602.154,6691,4.9,NPL,NPL ratio,2016,0.00607379242285837,0.02100840202957281,0.60200269018084,0.6496129441767585,0.6628004706592663,0.9801033235999508,-0.0014465612455366,12.246384445923535,0.02548026625020849,Austria,53.34,71.95,47.67,0,-0.18661372915739305,-0.1868559688572725,0.12751192978360443,-0.1867348490073328,-0.08198592274368703,2.1,6.5,1,-0.3795081967213115
Erste Group Bank,2017,12.9,21796.299,150920.715,25095,477.816,2329.384,-132.017,1271.268,5624.422,3977,143509,4353.154,1316.218,4158,111571,220659.433,18288.316,6669,4,NPL,NPL ratio,2017,0.00596492967513426,0.0197279306885557,0.6234817813765182,0.650364219869993,0.6839531532739868,0.9508900087042392,-9.199213986579238e-4,12.30437576474696,0.06093134319531002,Austria,57.49,73.67,53.17,0,-0.13024529393234852,-0.21564506714507467,0.269370312856633,-0.1729451805387116,-0.0255066827402634,2.3,5.9,2.2,-0.4
Erste Group Bank,2018,13.5,17549.181,162638.233,29738.288,468.571,2377.02,59.253,2365,6947,-3563,152836,4581.977,1793.446,4181,114599,236791.833,18868.719,6916,3.2,NPL,NPL ratio based on gross customer loans,2018,0.00757393520409126,0.01935023240434141,0.6045401966454598,0.6454445580477431,0.6868405507887597,0.939729835849852,3.876900730194457e-4,12.374936692376956,0.06499243949856814,Austria,58.41,75.63,52.67,0,-0.1620428427427893,-0.2724193793720152,0.16458546900902118,-0.21723111105740223,-0.08995891770192778,2.5,5.2,2.1,-0.4
Erste Group Bank,2019,13.7,10693.301,173331,30000,373,2374,-39.159,2452,7199,-3290,157312,4746.85,1470.111,4283,119000,245692.847,20477.324,7256,2.5,NPL,NPL ratio based on gross customer loans,2019,0.00598353195036239,0.01932026128542521,0.5902701212789415,0.6402791205394759,0.705478413866888,0.9075814482118028,-2.489257017900732e-4,12.411837445346372,0.02928629380512437,Austria,62.78,79.9,54.43,0,-0.11658456930094842,-0.1686368375883058,0.05407008083268569,-0.14261070344462712,-0.07705044201885618,1.8,4.8,1.5,-0.42876712328767125
Erste Group Bank,2020,14.2,35839,191070,30676,378,2355,-1295,621,5107.9,4000,163417,4775,783,4221,120000,277394,22410,7155,2.7,NPL,NPL ratio,2020,0.00282269984210184,0.01721378256198764,0.589937106918239,0.5891151214517978,0.6888036511243935,0.8552729366200869,-0.00792451213766009,12.533194157212945,0.03880822823433694,Austria,65.79,81.38,55.58,1,-0.11920957545492226,-0.3332711006739044,-0.16606578076207582,-0.22624033806441335,-0.2061821522969675,-6.3,6,1.4,-0.5
Erste Group Bank,2021,14.5,45495,210523,32130,419,2722,-159,1610,6585,4000,184177,4976,1923,4307,129647,307428,23513,7742,2.4,NPL,NPL ratio,2021,0.00625512315078652,0.0161859036912708,0.5563161973650219,0.599089868196781,0.6847879828772916,0.8748545289588311,-8.632999777388056e-4,12.635996192470712,0.12703696677824206,Austria,71.31,81.17,54.16,1,0.03739691411177807,-0.5064006762068969,-0.5917255988509719,-0.2345018810475594,-0.3535764536486969,4.9,6.2,2.8,-0.5
Erste Group Bank,2022,14.2,35685,223973,29300,436,2888,-299,5289,11240,-3830,198143,5950,2164,4574,143926,323865,25305,8570,2,NPL,NPL ratio,2022,0.00668179642752381,0.01837185246939311,0.5337222870478413,0.6118073888811696,0.6915628425424174,0.8846735990498855,-0.00150901116870139,12.688082041278124,0.07582922949119597,Austria,73.13,81.89,56.82,1,0.04341874097238115,-0.9371304435969566,-0.35160889081108154,-0.4468558513122877,-0.41510686447855233,5.3,4.8,8.6,0.011643835616438355
Erste Group Bank,2023,15.7,36685,232815,43759,464,3104,-128,12262,19490,-3915,203156,7228,2998,5020,146545,337155,28502,10552,2,NPL,NPL ratio,2023,0.00889205261674897,0.02143821091189512,0.4757391963608794,0.6025596535717993,0.690528095386395,0.8726070055623564,-6.300576896572092e-4,12.728298044247037,0.02529990966120432,Austria,77.17,84.4,62.41,1,0.12241637876386528,-0.8725358480269456,-0.15048857159013687,-0.3750597346315402,-0.3002026802844057,-0.8,5.1,7.7,3.3075342465753423
Erste Group Bank,2024,15.1,25129,241651,51889,517,3454,-397,11581,19109,4100,213024,7528,3125,5279,159100,353736,30767,11178,2.6,NPL,NPL ratio – non-performing loans as a percentage of gross customer loans,2024,0.00883427188637854,0.02128140760341045,0.4722669529432814,0.6022118189836488,0.6831394033968835,0.8815357685256837,-0.00186363977767763,12.776306151184704,0.04857351001201038,Austria,78.24,84.46,64.07,1,0.0631853674471962,-1.320986956236708,-0.20521639636083172,-0.6289007943947559,-0.4876726617167812,-0.7,5.2,2.9,3.73224043715847
Eurobank,2015,17,1798,31446,150,178,370,-2665,1123,2586,-11790,51683,1463,-1155,1017,38888,73553,7132,1762,NA,NA,NA,2015,-0.01570296248963332,0.01989041915353554,0.5771850170261067,0.702663385585904,0.42752844887360136,1.6435476690199071,-0.05156434417506724,11.20576151377695,NA,Greece,13.87,54.59,23.69,0,-1.618157626786033,-1.305550295052147,-1.1489803204871307,-1.46185396091909,-1.3575627474417702,-0.2,25,-1.1,-0.2063013698630137
Eurobank,2016,17.6,1477,34031,102,137,381,-775,829,2377,-11598,50656,1548,249,992,38511,66393,7355,2062,NA,NA,NA,2016,0.00375039537300619,0.02331571099362884,0.481086323957323,0.7629720000602473,0.5125690961396533,1.4885251682289675,-0.01529927353126974,11.10334690822052,-0.01987113751136737,Greece,19.16,56.67,23.44,0,-1.5392460932089729,-1.4367003481637013,-1.2608951280320042,-1.487973220686337,-1.4122805231348927,0,23.9,0,-0.3795081967213115
Eurobank,2017,17.9,1524,33843,549,114,372,-750,700,2164,-10134,47242,1464,115,895,38387,60029,7150,1882,NA,NA,NA,2017,0.00191574072531609,0.02438821236402405,0.4755579171094581,0.7869862899598528,0.5637775075380232,1.3959164376680555,-0.01587570382286948,11.00258305776964,-0.06739576753000631,Greece,25.12,59.43,26.11,0,-1.4245601074408278,-1.4018154342089144,-1.291576104228563,-1.4131877708248712,-1.3726505486261018,1.5,21.8,1.1,-0.4
Eurobank,2018,14.2,1924,39083,2707,124,422,-680,770,2186,-8800,44973,1416,91,879,38849,57984,5031,1845,NA,NA,NA,2018,0.00156939845474613,0.0244205298013245,0.4764227642276423,0.7756105132450332,0.6740307671081678,1.1507049100631987,-0.01512018322104373,10.967922389402652,-0.04802929596545446,Greece,27.28,61.01,30.13,0,-1.473577488424695,-1.6203610984466854,-1.179385975101296,-1.5469692934356902,-1.424441520657559,2.1,19.7,0.8,-0.4
Eurobank,2019,16.7,4679,44841,2406,119,413,-624,728,2105,-7099,44406,1377,127,901,41407,64761,6667,1844,29.2,NPE,driving the NPE ratio to,2019,0.00196105680888188,0.02126279705378236,0.4886117136659436,0.6856904618520406,0.692407467457266,0.9902990566668896,-0.01405215511417376,11.078458849302988,-0.01260756453872324,Greece,30.51,64.5,32.43,0,-1.5267296221684867,-1.6910204265751518,-1.2811699476535774,-1.6088750243718193,-1.499639998799072,2.3,17.9,0.5,-0.42876712328767125
Eurobank,2020,12.4,6637,47306,1559,91,331,-449,447,1454,-3477,40874,1007,247,652,NA,67726,5225,1984,14,NPE,driving the NPE ratio to,2020,0.00364704840090954,0.01486873578832354,0.3286290322580645,0.6035200661488941,0.6984909783539557,0.8640341605715977,-0.01098497822576699,11.123225432440446,-0.07953880106291944,Greece,36.55,68.7,38.28,1,-1.4440787217933233,-1.7459984192644136,-1.1949599376786784,-1.5950385705288683,-1.4616790262454715,-9.2,17.6,-1.3,-0.5
Eurobank,2021,12.4,13515,53232,2554,NA,358,-413,521,1833,-1872,40815,1312,397,869,NA,77848,5565,1885,6.8,NPE,driving the NPE ratio at,2021,0.0050996814304799,0.01685335525639708,0.4610079575596817,0.5242909259068955,0.6837940602199157,0.7667380522993688,-0.01011882886193801,11.262513486501826,-0.00144346039046827,Greece,42.4,70.16,46.76,1,-1.4024355479732662,-1.8334292315536929,-1.056592146877277,-1.6179323897634794,-1.430818975468079,8.7,14.7,0.6,-0.5
Eurobank,2022,15.1,14994,57297,3554,136,584,-292,764,2315,-1626,43450,1551,1336,910,NA,81457,6653,3135,5.2,NPE,driving the NPE ratio to,2022,0.01640129147893981,0.01904072087113446,0.2902711323763955,0.5334102655388733,0.7034017948119867,0.7583294064261654,-0.00672036823935558,11.30783055263325,0.06455959818694113,Greece,49.78,77.27,45.8,1,-1.1859014608098533,-1.7113202515290595,-1.0805460855717528,-1.4486108561694564,-1.3259225993035553,5.5,12.5,9.3,0.011643835616438355
Eurobank,2023,16.1,10943,57842,4758,NA,447,-413,2280,4454,-1258,42804,2174,1136,906,NA,79815,7532,2914,3.5,NPE,driving the NPE ratio to,2023,0.01423291361272943,0.02723798784689594,0.3109128345916266,0.5362901710204848,0.7247008707636409,0.7400159053974621,-0.00964863096906831,11.28746673569858,-0.014867663981588,Greece,52.01,80.02,48.3,1,-1.277394703307526,-1.6595144591841944,-1.1125806202928603,-1.4684545812458605,-1.3498299275948602,2.1,11.1,4.2,3.3075342465753423
Eurobank,2024,17.6,16131,78860,7057,144,705,-305,2593,5097,-1309,52245,2504,1514,1090,NA,101151,8636,3339,2.9,NPE,"The Group NPE ratio, excluding the NPE covered by the APS, decreased to",2024,0.01496772152524443,0.02475506915403703,0.3264450434261755,0.5165050271376457,0.7796264989965497,0.6625031701749936,-0.00583787922289214,11.524369728854486,0.22056349873843573,Greece,54.15,82.53,54.17,1,-1.3751861462076211,-1.7060058958665048,-0.9145595778668458,-1.540596021037063,-1.3319172066469906,2.1,10.1,3,3.73224043715847
ING Groep,2015,12.7,21458,500777,121289,1093,3411,1347,33760,46321,5786,543115,12561,4010,9246,321151,841769,48470,16845,2.5,NPL,ING Bank’s non-performing loan ratio,2015,0.00476377723579746,0.01492214609946434,0.548886910062333,0.6452067016010331,0.5949102425962467,1.08454461766415,0.00248013772405475,13.643260908791149,NA,Netherlands,84.53,85.14,59.39,0,1.1099695110656118,1.0787575580830893,0.9375744050582532,1.0943635345743503,1.042100491402318,2.1,7.9,0.2,-0.2063013698630137
ING Groep,2016,14.18,18144,522942,103234,1148,3581,974,30941,44182,5308,568838,13241,4651,10614,314325,845081,50399,17491,2.1,NPL,NPL ratio,2016,0.00550361444642584,0.01566832055152109,0.6068263678463209,0.673116541491289,0.6188069545996182,1.0877649911462457,0.00171226254223522,13.647187759733391,0.04736197674525644,Netherlands,84.69,86.49,62.64,0,1.054024790825551,1.002459297838766,0.98531026471962,1.0282420443321585,1.0139314511279789,2.4,7,0.1,-0.3795081967213115
ING Groep,2017,14.7,21989,539799,96086,1155,3865,676,30244,43958,4628,579050,13714,4905,9829,309887,846216,51121,17773,1.9,NPL,The NPL ratio,2017,0.00579639241044839,0.01620626412168997,0.5530298767793844,0.6842815545912627,0.6378974162625145,1.0727141028419838,0.00116742941024091,13.64852992514891,0.01795238714713143,Netherlands,88.91,89.72,68.05,0,1.1260837589078252,1.1212955502267388,1.1277177883269842,1.123689654567282,1.125032365820516,2.8,5.9,1.3,-0.4
ING Groep,2018,14.5,45987,556000,119751,1442,4240,656,13850,27766,NA,600000,13916,4703,10682,314149,887000,51735,18176,1.5,Stage3,Stage 3 ratio,2018,0.0053021420518602,0.01568883878241262,0.5876980633802817,0.6764374295377678,0.6268320180383314,1.079136690647482,0.00109333333333333,13.695600261291716,0.03617994991796913,Netherlands,88.94,90.23,69.82,0,1.1242132681685049,1.073678370182718,1.1871724373538273,1.0989458191756114,1.1283546919016834,2.3,4.9,1.6,-0.4
ING Groep,2019,14.57,53202,574433,118528,1571,4439,1120,14376,28454,4646,620945,14079,4781,10353,326414,891744,54662,18306,1.3,Stage3,stage 3 make up ... of total amounts,2019,0.00536140416980658,0.01578816341909785,0.5655522779416585,0.6963265242042559,0.6441680572002727,1.0809702785181214,0.00180370242130945,13.700934374855358,0.03490833333333332,Netherlands,90.63,91.86,69.88,0,1.1004138726687118,1.0136818458066723,0.9917727372014474,1.057047859237692,1.0352894852256105,2.3,4.4,2.7,-0.42876712328767125
ING Groep,2020,15.5,111087,609642,82065,1503,4514,2675,9094,22698,5854,603956,13604,2485,11153,306324,937275,55659,17637,1.7,Stage3,Stage 3 ratio,2020,0.00265130297938171,0.01451441679336374,0.6323637806883257,0.6443743831852978,0.6504409058173962,0.990673214771948,0.0044291305989178,13.750732008022094,-0.02735991110323776,Netherlands,89.41,90.71,77.32,1,0.95101645862555,0.7062198995192704,1.1268913852128917,0.8286181790724103,0.9280425811192374,-3.9,4.9,1.1,-0.5
ING Groep,2021,15.89,106520,617296,91784,1487,5004,516,7499,21114,5368,632782,13615,4776,11192,313064,951290,54654,18490,1.3,Stage3,Stage 3 makes up ... of total gross carrying amounts,2021,0.00502055104121771,0.0143121445615953,0.6053001622498648,0.6651830672034816,0.6489041196690809,1.0250868303050724,8.154467099253771e-4,13.765574237208256,0.04772864248388964,Netherlands,90.76,91.49,83.26,1,1.006083921636998,0.7374626018293355,1.23633069136058,0.8717732617331668,0.9932924049423044,6.3,4.2,2.8,-0.5
ING Groep,2022,14.5,87614,640770,95918,1499,5085,1861,14714,28470,6101,641490,13756,3674,11199,331520,967817,50413,18561,1.2,NPL,non-performing loans,2022,0.00379617221024222,0.01421343084488079,0.6033618878293195,0.6628215871388909,0.6620776448440149,1.0011236481108663,0.00290105847324198,13.782798298799811,0.01376145339153134,Netherlands,90.72,92.63,79.48,1,0.96948907713296,0.8626094995179294,1.1472764842594094,0.9160492883254449,0.993125020303433,5,3.5,11.6,0.011643835616438355
ING Groep,2023,14.7,90214,650267,124670,1514,5109,520,36252,52227,5839,648023,15976,7287,11564,319169,975583,52184,22575,1.3,NPL,non-performing loans,2023,0.00746937984774232,0.01637584910766177,0.5122480620155039,0.664241791831141,0.6665419549131135,0.996549109827194,8.024406541125855e-4,13.790790519997833,0.01018410263605051,Netherlands,95.13,97.67,84.2,1,1.1216455931518692,1.5117577981047128,1.3352652017076911,1.316701695628291,1.322889530988091,-0.6,3.6,4.1,3.3075342465753423
ING Groep,2024,13.6,70353,691661,142367,1596,5604,1194,34889,58905,6049,686066,15023,6392,12121,333708,1020545,51309,22615,1.4,NPL,non-performing loans,2024,0.00626332008877609,0.01472056597210314,0.535971700198983,0.6722545306674375,0.6777368954823159,0.9919107771003424,0.00174035734171347,13.835847356291191,0.05870624962385595,Netherlands,96.35,98.3,86.66,1,1.1445016029095765,1.439977875098218,1.4133757723483475,1.292239739003897,1.3326184167853807,1.1,3.7,3.2,3.73224043715847
Intesa Sanpaolo,2015,13,9344,255258,110144,1686,8735,-2824,4910,14148,-32101,382111,9238,2739,10025,284319,676496,48593,17149,9.5,NPL,Non-performing loans (as % of total loans to customers),2015,0.00404880442752063,0.01365566093517182,0.5845821913814216,0.5648385208486081,0.37732373879520353,1.4969599385719548,-0.00739052264917785,13.424681813789098,NA,Italy,28.06,62.14,18.09,0,-1.0702928647408183,-0.7163023640809185,-1.4762830225334655,-0.8932976144108685,-1.0876260837850675,0.9,12,0.2,-0.2063013698630137
Intesa Sanpaolo,2016,12.7,8686,291876,94783,1730,8465,-3288,4250,12865,-30205,394918,8615,3111,8674,283918,725100,49319,16929,8.2,Other,non-performing assets as a percentage of total net loans to customers,2016,0.00429044269755895,0.01188111984553854,0.5123752141296001,0.5446393600882636,0.4025320645428217,1.3530334799709465,-0.00832577902248061,13.494064855359683,0.03351643894051737,Italy,28.96,65.87,20.11,0,-1.1514228876002697,-0.684176245439935,-1.4517079840999356,-0.9177995665201022,-1.0957690390467134,1.2,11.7,-0.1,-0.3795081967213115
Intesa Sanpaolo,2017,13.3,9353,323443,95038,2116,9544,-3288,3871,12398,-27505,438387,8527,7316,9210,286825,796861,56604,17443,6.2,Other,non-performing assets as a percentage of total net loans to customers,2017,0.00918102404308907,0.01070073701686994,0.5280055036404289,0.5501423711287163,0.4058963859443491,1.3553763723438133,-0.00750022240623011,13.588435538547149,0.11007095143802004,Italy,30.83,68,23.01,0,-1.196245693318696,-0.6879474534689491,-1.4703984949515527,-0.9420965733938226,-1.118197213913066,1.6,11.3,1.3,-0.4
Intesa Sanpaolo,2018,13.5,10350,323386,92985,2308,9911,-2394,3144,10486,-22008,415558,7342,4050,10285,276446,787721,54024,17875,4.2,Other,non-performing assets as a percentage of total net loans to customers,2018,0.00514141428246803,0.00932055892885933,0.5753846153846154,0.5275446509614444,0.4105336788025202,1.2850216150359013,-0.00576092867902916,13.576899245231946,-0.05207499309970409,Italy,33.83,71.49,25.72,0,-1.1976201505121835,-0.6541210699991792,-1.442336909818532,-0.9258706102556812,-1.0980260434432982,0.8,10.6,1.2,-0.4
Intesa Sanpaolo,2019,13.9,9745,414578,103316,2159,9658,-2089,3269,10193,NA,414037,6924,4182,9290,298524,816102,56203,18083,7.6,NPL,NPL to total loan ratios ... in gross book values,2019,0.00512435945506811,0.0084842335884485,0.5137421887961069,0.5073348674552935,0.5079977747879554,0.9986950585896984,-0.00504544279859046,13.612294626134394,-0.00366013889757865,Italy,36.31,72.79,28.15,0,-1.273279318275344,-0.8715035465296351,-1.5409348259227231,-1.0723914324024897,-1.2285725635759008,0.4,9.9,0.7,-0.42876712328767125
Intesa Sanpaolo,2020,14.7,9814,422365,91834,2334,10312,-4364,2451,10183,-12983,480682,7732,3277,9971,NA,1002614,66321,19023,NA,NA,NA,2020,0.00326845625534851,0.00771184124698039,0.5241549702991116,0.4794287731868895,0.4212638163839723,1.138072520213559,-0.00907876725153011,13.818121147408442,0.1609638752092204,Italy,39.45,75.58,31.42,1,-1.3126792510552463,-0.9794712937200364,-1.6029491814039902,-1.1460752723876415,-1.298366575393091,-8.9,9.3,-0.2,-0.5
