Bank,Fiscal year,CET1 ratio,Cash and balances with central banks,Customer deposits,Debt securities issued / wholesale funding,Fee and commission expense,Fee and commission income,Impairment losses / credit loss expense,Interest expense,Interest income,Loan loss allowance,Loans and advances to customers (gross),Net interest income,Net profit,Operating expenses,Risk-weighted assets (RWA),Total assets,Total equity,Total operating income,asset_quality_value,asset_quality_type,asset_quality_ratio_label,year,roa,margin_proxy,cost_to_income,loans_to_assets,deposits_to_assets,loan_to_deposit,cost_of_risk,log_assets,loan_growth,country,internet_banking,internet_frequent,internet_purchases,post2020,z_banking,z_freq,z_purchases,digital_index_2,digital_index_3,gdp_growth,unemployment,inflation,policy_rate
Banca Transilvania,2016,17.99,5293.66,41681.475,414.845,106.629,652.9,-1027.514,263.533,2027.566,-2243.865,29477.91,1764.033,1277.013,1913.665,NA,51735.268,6153.728,2972.502,NA,NA,NA,2016,0.02468360654863139,0.03409730089732984,0.6437893061131666,0.5697836531937942,0.8056684851811341,0.707218494547038,-0.03485708450836575,10.853894994271116,0.05231966726063164,Romania,5.06,42.41,7.75,0,-2.0972366237276177,-2.603112707385539,-2.1599502967124375,-2.3501746655565783,-2.2867665426085315,2.9,7.2,-1.1,-0.3795081967213115
Banca Transilvania,2017,18.37,6637.725,48932.195,414.578,143.8,744.313,-29.221,211.802,2102.621,-1824.511,31896.727,1890.819,1242.468,1447.97,33062.167,59804.969,7140.112,2890.592,NA,NA,NA,2017,0.02077533055823505,0.03161641969917249,0.5009250700202588,0.5333457659680418,0.8181961435344947,0.6518556341075645,-9.161128036741826e-4,10.998844030132124,0.08205524068700942,Romania,6.83,46.73,11.05,0,-2.1558859628337874,-2.4597061407897267,-2.1603068152892817,-2.3077960518117573,-2.258632972970932,8.2,6.1,1.1,-0.4
Banca Transilvania,2018,16.4,10322.121,65160.466,1655.377,252.233,1029.941,-364.421,432.5,3182.049,-2673.308,40490.392,2749.549,1260.68,2398.712,46104.519,77896.754,7880.073,3945.463,NA,NA,NA,2018,0.01618398630577084,0.03529735013091816,0.6079671764758661,0.5197956258870555,0.8364978340432516,0.6213950649155885,-0.00900018453760585,11.26313956218451,0.26942153030309357,Romania,6.87,53.38,13.48,0,-2.333468979538338,-2.323835470303028,-2.172159912299023,-2.328652224920683,-2.276488120713463,5.4,5.3,4.1,-0.4
Banca Transilvania,2019,17.04,11391.107,77037.06,1700.207,327.638,1147.939,-292.646,580.647,3654.392,-2781.031,43134.878,3073.745,1847.893,2483.403,51581.043,91722.281,9213.836,4614.986,NA,NA,NA,2019,0.02014660974251174,0.03351143218952437,0.5381171253823955,0.47027698755114905,0.839894725252199,0.5599237302150419,-0.00678444019245864,11.42652060582964,0.06531144474965811,Romania,8.36,56.7,14.59,0,-2.494647593070749,-2.4620978287892683,-2.363928225298802,-2.4783727109300084,-2.4402245490529397,4,4.9,3.9,-0.42876712328767125
Banca Transilvania,2020,18.37,22133.211,90942.415,1667.761,375.479,1151.94,-865.84,683.332,3660.425,-3498.298,44286.658,2977.093,1424.078,2915.204,57543.951,107492.397,10414.358,4537.632,NA,NA,NA,2020,0.01324817419412463,0.02769584717698685,0.6424505116324991,0.4119980504295574,0.8460357898614913,0.486974730108058,-0.01955080918501459,11.585175398467287,0.02670182584033287,Romania,11.65,62.09,22.11,1,-2.5723017636478436,-2.48244381168423,-2.1566488693169132,-2.527372787666037,-2.403798148216329,-3.6,6.1,2.3,-0.5
Banca Transilvania,2021,22.5,18320.913,108021.629,7929.5,471.518,1432.875,-385.844,553.634,3695.753,-3935.719,58459.285,3142.119,2024.533,2638.616,51728.52,132501.19,10564.134,4934.037,NA,NA,NA,2021,0.01527935711369837,0.02371389268277515,0.5347783164171651,0.441198188484194,0.8152502554882715,0.5411812943498566,-0.00660021757022857,11.79434690550016,0.3200202417622029,Romania,15.49,68.81,23.05,1,-2.7426600915467194,-1.996143904552618,-2.546049694675074,-2.369401998049669,-2.4282845635914705,5.6,5.6,4.1,-0.5
Banca Transilvania,2022,NA,14540.717,119731.729,4840.928,613.492,1781.324,-553.162,1602.95,5769.63,NA,NA,4426.659,2488.417,2983.748,NA,140510.795,8918.866,6279.956,NA,NA,NA,2022,0.01770979233303747,0.03150404920846116,0.4751224371635725,NA,0.8521176540208174,NA,NA,11.853039597544669,NA,Romania,19.19,77.17,27.09,1,-2.7963898964637535,-1.7280776066791042,-2.3181517946436365,-2.262233751571429,-2.280873099262165,4.2,5.6,12,0.011643835616438355
Banca Transilvania,2023,NA,24252.6,138052.954,9548.567,774.686,2058.966,-420.716,3579.328,8432.799,NA,NA,5213.58,2984.501,3523.631,NA,169169.225,13224.262,7742.682,NA,NA,NA,2023,0.0176421036391223,0.03081872604192636,0.4550917886076168,NA,0.816064233905428,NA,NA,12.038654824268326,NA,Romania,21.89,82.07,31.72,1,-2.9531621831163615,-1.2911797210854834,-2.243089916358853,-2.122170952100922,-2.1624772735202327,2.3,5.6,9.7,3.3075342465753423
Banca Transilvania,2024,NA,21950.258,167827.766,12237.715,1027.277,2515.108,-657.077,4323.348,10692.264,NA,NA,6907.762,4731.969,4863.28,NA,207031.042,16628.874,10067.765,NA,NA,NA,2024,0.02285632605761603,0.03336582733327498,0.48305458063433143,NA,0.8106405898300024,NA,NA,12.240624022357084,NA,Romania,27.72,85.31,35.69,1,-2.953274942633392,-1.1514190294567437,-2.238666850011407,-2.052346986045068,-2.1144536073671807,0.9,5.4,5.8,3.73224043715847
Banco Comercial Português,2015,13.3,1840.317,51538.583,4768.269,109.598,802.46,-833.024,1014.526,2316.101,-3468.084,55438.243,1301.575,235.344,1106.526,43315.42,74884.879,5680.571,2510.159,6.6,Other,GROUP [Main Credit Risk Indicators],2015,0.00314274394434155,0.01738101226016536,0.44081908755580823,0.7403129141732339,0.6882375145454932,1.0756648664554864,-0.01502616163358568,11.22370726661428,NA,Portugal,28.22,55.47,22.63,0,-1.064115390327342,-1.2368697415084808,-1.2109340462316156,-1.1504925659179115,-1.1706397260224797,1.6,13,0.5,-0.2063013698630137
Banco Comercial Português,2016,12.4,1573.912,48797.647,3512.82,100.021,743.855,-1116.916,679.871,1909.997,-3740.851,51758.453,1230.126,23.938,779.996,39159.79,71264.811,5265.181,2022.46,10.9,Other,Credit at risk Total loans,2016,3.3590210461654065e-4,0.01726133813783635,0.38566696003876466,0.7262834528530497,0.6847369173546254,1.0606751796864304,-0.0215793930317044,11.174157950212368,-0.06637638209421615,Portugal,28.87,59.53,23.27,0,-1.1549845292844312,-1.2027635075343568,-1.270636324888325,-1.178874018409394,-1.209461453902371,2,11.5,0.6,-0.3795081967213115
Banco Comercial Português,2017,13.2,2167.934,51188,3820.302,114.517,781.214,-623.708,522.935,1914.21,-3321.931,50955.423,1391.275,186.391,954.181,40171.114,71939,5931.851,2101.708,15,NPE,Non-performing exposures / Loans and advances to customers (*),2017,0.00259095900693643,0.01933964886918083,0.4540026492738287,0.7083143079553511,0.7115472831148612,0.9954564155661484,-0.01224026734112284,11.183573816680386,-0.01551495366370392,Portugal,31.29,62.62,25.45,0,-1.17785258815299,-1.1360932803512147,-1.3296479680599091,-1.1569729342521025,-1.214531278854705,3.3,9.2,1.6,-0.4
Banco Comercial Português,2018,12.1,2753.839,52664.687,1686.087,144.471,828.49,-465.468,466.108,1889.739,-2851.906,48412.832,1423.631,301.065,1027.213,41883.032,75923.049,6963.906,2059.433,6.1,NPL,NPL > 90 days / Credit to clients (gross),2018,0.00396539659517625,0.01875097244843262,0.4987843741456993,0.6376565830489763,0.6936587465026596,0.919265541253478,-0.00961455838815626,11.23747559317286,-0.04989833957418033,Portugal,38.55,63.91,26.82,0,-0.998762343650038,-1.3529855180556771,-1.3767482412949583,-1.1758739308528576,-1.2428320343335575,2.9,7.2,1.2,-0.4
Banco Comercial Português,2019,12.2,5166.551,59127.005,1594.724,160.859,864.356,-390.308,442.917,1991.445,-2417.022,52264.851,1548.528,302.003,1169.472,45031.478,81643.408,7381.254,2338.384,2.7,NPL,NPL > 90 days / Gross credit,2019,0.00369904940763864,0.01896696913974977,0.5001197408124585,0.6401600849391295,0.7242103979784872,0.8839421343935822,-0.00746788697436447,11.310116360295533,0.07956607454816944,Portugal,41.95,65.42,28.22,0,-1.026820746903391,-1.6000728355447689,-1.5366863349229942,-1.31344679122408,-1.3878599724570513,2.7,6.6,0.3,-0.42876712328767125
Banco Comercial Português,2020,12.2,5303.864,63000.829,1388.849,152.874,855.53,-513.412,272.408,1805.583,-2036.522,54157.337,1533.175,183.012,1119.344,46413.048,85813.421,7386.27,2244.083,3.1,NPL,Non-performing loans (NPL) > 90 days / Loans to customers (gross),2020,0.00213267339615792,0.01786637780120664,0.4987979499866983,0.6311056751833726,0.7341605574727058,0.8596289582157721,-0.00948000822123141,11.359930695154844,0.03620953592692722,Portugal,47.06,70.44,35.25,1,-0.967868915773604,-1.5521383613505746,-1.375165099265806,-1.2600036385620892,-1.2983907921299949,-8.2,7.1,-0.1,-0.5
Banco Comercial Português,2021,11.7,7796.299,69560,2188.363,147.541,875.264,-352.833,120.523,1709.124,-1867.365,58231,1588.601,138.082,1115.598,45932.529,92904.812,7062.057,2274.895,4.8,NPL,NPL ratio (Loans and Advances),2021,0.00148627392949247,0.01709923270712823,0.4903953808857112,0.6267813124685081,0.7487233277001841,0.8371334100057505,-0.00605919527399495,11.43933072109234,0.07521904188161987,Portugal,52.83,74.56,40.44,1,-0.8829802529353206,-1.3030999269646004,-1.4536133068132566,-1.0930400899499606,-1.213231162237726,5.6,6.7,0.9,-0.5
Banco Comercial Português,2022,12.5,6022.001,75906.814,2823.093,171.866,943.774,-300.829,587.463,2737.235,-1515,57713,2149.772,197.386,1073.018,43106,89876.743,5936.767,2788.614,1.3,NPL,NPL > 90 days / Loans to customers (gross),2022,0.00219618550262774,0.02391911331277324,0.3847854166980443,0.6421349736716649,0.8445656959331515,0.7603138237365621,-0.00521249978341101,11.40619448843752,-0.00889560543353196,Portugal,57.45,79.61,42.67,1,-0.7820947821087937,-1.3191981410179945,-1.2875854158440667,-1.050646461563394,-1.129626112990285,7,6.2,8.1,0.011643835616438355
Banco Comercial Português,2023,15.4,4545.526,79215,4000,172.638,944.311,-247.992,1545.565,4371.289,-1582.65,54887.809,2825.724,856.05,1162.551,39725,94379.778,7299.498,3683.58,1.3,NPL,NPL > 90 days / Loans to customers (gross),2023,0.00907026926891054,0.02993993056436305,0.31560357043962667,0.5815632348700799,0.8393217453849064,0.6928966609859244,-0.00451816176521092,11.455082113084352,-0.04895241973212272,Portugal,58.88,81.11,43.95,1,-0.8951728378929609,-1.4636681838048788,-1.4091858939893056,-1.17942051084892,-1.256008971895715,3.1,6.5,5.3,3.3075342465753423
Banco Comercial Português,2024,16.5,5589.03,81992.851,4252.826,187.526,996.066,-182.4,1884.981,4715.834,-1486.733,55393.791,2830.853,906.378,1307.2,40490,105518.849,7931.659,3574.6,1.1,NPL,NPL > 90 days / Loans to customers (gross),2024,0.0085897259929361,0.02682793668456334,0.3656912661556538,0.5249658380940072,0.7770445922889094,0.6755929367549374,-0.00329278781443212,11.566644879446944,0.00921847691169452,Portugal,63.49,84.22,48.94,1,-0.8175111799338145,-1.368864959092226,-1.2892934000159832,-1.0931880695130205,-1.158556513014008,2.2,6.5,2.7,3.73224043715847
Banco Santander,2015,10.05,81329,683122,205029,3009,13042,-10108,24386,57198,27121,817365,32189,5966,21571,583893,1340260,98753,45272,4.36,NPL,NPL ratio,2015,0.00445137510632265,0.02401698177965469,0.4764755257112564,0.609855550415591,0.5096936415322401,1.1965139462643568,-0.01236656817945471,14.108374182956483,NA,Spain,39.37,64.25,32.07,0,-0.6336226421381849,-0.5516251277432639,-0.6591952056392227,-0.5926238849407244,-0.6148143251735572,4.1,22.1,-0.6,-0.2063013698630137
Banco Santander,2016,10.55,76454,691111,228869,2763,12943,-9626,24067,55156,24835,814863,31089,6204,21088,588088,1339125,102699,44232,3.93,NPL,NPL ratio,2016,0.00463287594511341,0.02321590590870904,0.4767589075782239,0.6085040604872585,0.516091477643984,1.1790624082093903,-0.01181302869316682,14.10752697356486,-0.00306105595419425,Spain,43.15,66.79,34.9,0,-0.5898707153974634,-0.6089238351675583,-0.6042238576000244,-0.5993972752825109,-0.6010061360550154,2.9,19.6,-0.3,-0.3795081967213115
Banco Santander,2017,10.84,110995,777730,217966,2982,14579,-9259,21745,56041,23934,872849,34296,6619,22918,605064,1444305,106833,48355,4.08,NPL,NPL ratio,2017,0.00458282703445601,0.02374567698650908,0.4739530555268328,0.6043384188242789,0.5384804456122495,1.1223033700641611,-0.01060779126744717,14.183138794967917,0.07116042819467805,Spain,46.18,68.98,40.02,0,-0.5824757709413354,-0.6063149422524767,-0.48918273166185633,-0.594395356596906,-0.5593244816185562,2.9,17.2,2,-0.4
Banco Santander,2018,11.3,113663,780496,246619,3179,14664,-8986,19984,54325,23307,906228,34341,7810,22779,592319,1459271,107361,48424,3.73,NPL,NPL ratio,2018,0.00535198739644658,0.02353298324985557,0.470407236081282,0.6210141913325216,0.5348533617128004,1.161092433529448,-0.00991582692214321,14.193447553916746,0.03824143694957538,Spain,48.66,72.08,43.46,0,-0.5728190327652302,-0.5997239691610081,-0.3845705647201723,-0.5862715009631192,-0.5190378555488036,2.4,15.3,1.7,-0.4
Banco Santander,2019,11.65,101067,824365,208455,3570,15349,-9352,21502,56785,22242,964460,35283,6515,23280,605244,1522695,110659,49229,3.32,NPL,NPL ratio,2019,0.00427859814342333,0.02317141646882665,0.4728919945560543,0.6333901405074556,0.5413855039912786,1.1699429257671057,-0.00969661779648715,14.235992349182531,0.06425755990766113,Spain,54.88,77.61,46.93,0,-0.4618013625347121,-0.3950172543921945,-0.4011253834239949,-0.42840930846345326,-0.4193146667836338,2,14.1,0.8,-0.42876712328767125
Banco Santander,2020,12.34,153839,849310,235269,3198,13213,-12382,13747,45741,24272,939794,31994,-8771,21130,562580,1508250,91322,44279,3.21,NPL,NPL ratio,2020,-0.00581534891430465,0.02121266368307641,0.4772013821450349,0.6231022708436931,0.5631095640643129,1.1065382486960005,-0.0131752277626799,14.226460596303008,-0.02557493312319847,Spain,62.1,83.07,53.82,1,-0.2864040744285442,-0.14498173407942816,-0.2707394059744006,-0.21569290425398616,-0.234041738160791,-10.9,15.5,-0.3,-0.5
Banco Santander,2021,12.12,210689,918344,246163,3310,13812,-7407,13093,46463,23698,995646,33370,8124,21415,579478,1595835,97053,46404,3.16,NPL,NPL ratio,2021,0.00509075186344452,0.02091068312200196,0.4614903887595897,0.6239028470988542,0.575463002127413,1.0841754288153458,-0.00743939110888809,14.282907668188807,0.0594300453078016,Spain,65.16,85.83,55.22,1,-0.26889743531136373,0.05526626910791344,-0.5251366068363928,-0.10681558310172516,-0.2462559243466144,6.7,14.9,3,-0.5
Banco Santander,2022,12.04,223073,1025401,280339,4077,15867,-10863,32811,71430,22684,1058688,38619,9605,23903,609702,1734659,97585,52117,3.08,NPL,NPL ratio,2022,0.00553711132850894,0.02226316526764049,0.4586411343707428,0.6103147650345111,0.5911254027448622,1.0324624220183127,-0.01026081338411316,14.366321410259484,0.06331768520136682,Spain,69.6,87.11,55.26,1,-0.14242709681311308,-0.0623965047645816,-0.4547978221928101,-0.10241180078884736,-0.2198738079235016,6.4,13,8.3,0.011643835616438355
Banco Santander,2023,12.3,220342,1047169,308579,4264,16321,-12956,61991,105252,22788,1059137,43261,11076,25425,623652,1797062,104241,57423,3.14,NPL,NPL ratio,2023,0.00616339336094135,0.02407318167097184,0.4427668355885273,0.5893714295889624,0.5827116704932829,1.011428909755732,-0.01223260069282821,14.401663667118209,4.241098416153388e-4,Spain,71.45,89.98,55.85,1,-0.195823660562381,0.13005334152954676,-0.5977829613484545,-0.03288515951641713,-0.22118442679376293,2.5,12.2,3.4,3.3075342465753423
Banco Santander,2024,12.8,192208,1055936,325521,4592,17602,-12644,66067,112735,22125,1076194,46668,12574,26034,624477,1837081,107327,61876,3.05,NPL,NPL ratio,2024,0.00684455394182401,0.02540334367401328,0.4207447152369254,0.585817391829756,0.5747901154059075,1.0191848748408994,-0.01174881108796369,14.423688456856087,0.016104621026364,Spain,74.96,91.54,56.7,1,-0.13265766139414056,0.091414128001103,-0.7332829870375309,-0.02062176669651878,-0.25817550681018947,3.5,11.4,2.9,3.73224043715847
Bank of Cyprus,2015,14,1422.602,14180.681,0.712,9.1,162.557,-959,279.665,1122.105,4193.433,22592.475,842.44,-454.302,416,19666,23270.501,3077.331,1040,62,NPE,Non-performing exposures (NPEs)... accounting for % of gross loans,2015,-0.01952265660288104,0.03620205684441431,0.4,0.9708632830896076,0.6093844305285907,1.5931868857356002,-0.04244776192072803,10.054941785931357,NA,Cyprus,20.47,62.77,18.64,0,-1.3633368072301193,-0.6671333314303389,-1.444137221439629,-1.0152350693302292,-1.1582024533666957,3.4,15,-1.5,-0.2063013698630137
Bank of Cyprus,2016,14.5,1506.396,16509.741,850.014,18.216,184.874,-360.311,200.4,859.219,3552.242,20130.095,686.182,67.231,395,18865.224,22171.935,3106.105,963,55,NPE,Non-performing exposures (NPEs) ... accounting for % of gross loans,2016,0.00303225676965046,0.03094822350868338,0.4101765316718588,0.9079088045314944,0.7446233718437295,1.2192859354971104,-0.0178991206946614,10.006582578909924,-0.10899115745397514,Cyprus,27.72,68.52,22.14,0,-1.200494395248718,-0.4674165854162423,-1.335386633403869,-0.8339554903324802,-1.00109920468961,6.6,13,-1.2,-0.3795081967213115
Bank of Cyprus,2017,12.7,3393.934,17849.919,930,10.179,190.577,-1018.357,228.291,811.031,4152.261,18754.715,582.74,-554.325,555.072,17260,23598.6,2616.708,861,47,NPE,NPE ratio,2017,-0.02348974091683405,0.0246938377700372,0.6446829268292683,0.7947384590611308,0.756397371030485,1.0506890815582972,-0.05429871901545824,10.06894266722018,-0.06832456578073776,Cyprus,27.59,74.15,24.43,0,-1.3257971297032332,-0.17566179634516962,-1.3884863030719896,-0.7507294630242014,-0.963315076373464,5.8,11.1,0.7,-0.4
Bank of Cyprus,2018,12.1,4610.491,16843.558,830,23.636,178.907,-300.634,190.066,609.119,3852.218,15900.427,419.053,-102.033,399.696,15373.359,22075.271,2367.328,755.79,46.7,NPE,Ratio of NPE/Gross loans (%),2018,-0.00462204971345538,0.01898291531732498,0.5288453141745724,0.7202823014041367,0.7630057180271989,0.9440064266706594,-0.01890729098029883,10.002213301727496,-0.15219042251508486,Cyprus,33.28,76.79,19.7,0,-1.2207921407185776,-0.16546914721561082,-1.801285804829362,-0.6931306439670942,-1.0625156975878502,6.3,8.4,0.8,-0.4
Bank of Cyprus,2019,14.8,5060.042,16691.531,0,9.821,171.715,-263.322,142.201,508.177,2096.18,12821.838,365.976,-67.738,592.944,12890.003,21122.822,2288.627,687.94,30.3,NPE,Ratio of NPE/Gross loans (%),2019,-0.00320686317386947,0.01732609402285357,0.8619123760793092,0.607013494693086,0.7902131164102978,0.7681642864276501,-0.0205369932142334,9.958109346318428,-0.19361675004073783,Cyprus,40.54,79.19,31.13,0,-1.0884353897463794,-0.23882465240523257,-1.360070494791402,-0.663630021075806,-0.8957768456476713,5.9,7.2,0.5,-0.42876712328767125
Bank of Cyprus,2020,14.8,5653.315,16533.212,994.694,6.417,151.091,-317.251,106.711,436.709,1901.978,12261.404,329.998,-174.783,423.268,11636.375,21514.131,2075.054,570.638,25.2,NPE,Ratio of NPE/Gross loans (%),2020,-0.0081241022470301,0.01533866276076872,0.7417452044904124,0.5699232750790632,0.7684815157070485,0.741622619972453,-0.02587395374950535,9.9764652540317,-0.04370933402839738,Cyprus,52.12,88.36,31.11,1,-0.738599494416822,0.44439740750920015,-1.6213860131175248,-0.14710104345381095,-0.6385293666750489,-3.2,7.6,-1.1,-0.5
Bank of Cyprus,2021,15.1,9230.883,17530.883,2969.6,8.416,180.212,-46.144,92.249,388.549,791.83,10856.66,296.3,31.877,422.694,10694.229,24962.697,2081.227,553.891,12.4,NPE,Ratio of NPE/Gross loans (%),2021,0.00127698541547814,0.01186971103322689,0.7631357072059305,0.4349153458859033,0.7022832108245356,0.6192876879048248,-0.00425029428940392,10.125137869530686,-0.11456632535719402,Cyprus,64.71,88.56,43.82,1,-0.2913092169764718,0.384311496727964,-1.241282370012052,0.04650113987574611,-0.3827600300868533,11.4,7.2,2.3,-0.5
Bank of Cyprus,2022,15.2,9567.258,18998.319,1976.674,10.299,202.583,-126,80.661,450.968,178.442,10217.453,370.307,71.106,510,10114.215,25434.615,2100.67,709,4,NPE,NPE ratio,2022,0.00279563893536426,0.01455917457370595,0.7193229901269393,0.4017144745458108,0.7469473786019564,0.537808266089226,-0.01233184043029119,10.143866320519544,-0.05887694742213534,Cyprus,63.94,88.06,33.67,1,-0.440412207823282,0.09679836916085116,-1.8829061738155768,-0.17180691933121542,-0.7421733374926692,8.3,6.3,8.1,0.011643835616438355
Bank of Cyprus,2023,17.4,9614.502,19336.915,2043.868,7.32,188.343,-62.749,151.452,943.669,267.232,10069.828,792.217,487.207,383.486,10341.138,26628.577,2488.341,1092.264,3.6,NPE,NPE ratio,2023,0.01829639638648358,0.02975063218736772,0.35109277610541045,0.37815869770284755,0.7261715487087425,0.5207566977462537,-0.0062313874675913,10.18974024140576,-0.01444831701207727,Cyprus,70.86,90.77,50.57,1,-0.2286491191642143,0.2719969723090488,-0.9578003970075886,0.02167392657241725,-0.304817514620918,3.6,5.8,3.9,3.3075342465753423
Bank of Cyprus,2024,19.2,7600.726,20519.276,989.435,7.475,184.418,-30.368,188.619,1010.083,254.412,10374.056,821.464,508.188,405.826,10834,26483.592,2830.068,1094.164,2.5,Other,Ratio of NPEs/Gross loans (%),2024,0.01918878677786608,0.03101784682379943,0.3709005231391273,0.3917163502594362,0.7747920297216481,0.5055761226663162,-0.00292730249383654,10.184280650398204,0.03021183678609018,Cyprus,80.54,93.92,60.26,1,0.2005143205981342,0.5662043229849982,-0.4782060450010249,0.38335932179156623,0.09617086619403584,3.9,4.9,2.3,3.73224043715847
Bank of Ireland Group,2015,11.3,6603,80164,13243,242,561,-296,825,3269,-5886,90595,2444,947,1821,53300,130960,9113,4804,13.2,NPL,Non-performing loans as % of advances,2015,0.00723121563836285,0.01866218692730605,0.37905911740216486,0.6917761148442273,0.6121258399511301,1.130120752457462,-0.00326728848170428,11.782647212045015,NA,Ireland,51.47,66.97,43.75,0,-0.16645113961900992,-0.339339780426477,0.02346471577170398,-0.25289546002274343,-0.16077540142459432,24.6,9.9,0,-0.2063013698630137
Bank of Ireland Group,2016,12.3,5192,75167,10697,222,559,-178,598,2861,-3885,82362,2263,793,1897,50800,123129,9402,4672,9.6,NPL,Non-performing loans as % of advances,2016,0.00644039990578986,0.01837909834401319,0.4060359589041096,0.6689082182101698,0.6104735683713829,1.0957201963627656,-0.00216119084043612,11.720987865256332,-0.0908769799657818,Ireland,52.34,69.57,41.35,0,-0.22618752564807704,-0.38153068238798665,-0.23463138863961663,-0.30385910401803184,-0.28078319889189346,1.2,8.4,-0.2,-0.3795081967213115
Bank of Ireland Group,2017,13.8,7379,75869,8390,217,543,-15,394,2546,-2359,78487,2152,692,2080,45000,122554,9667,4603,8.3,NPE,Non-performing exposures as % of advances,2017,0.00564649052662499,0.01755960637759681,0.45187920921138386,0.640427893010428,0.6190658811625895,1.0345068473289485,-1.911144520748659e-4,11.716307028162475,-0.04704839610499989,Ireland,57.64,70.18,44.38,0,-0.12424754224787923,-0.5063567652527147,-0.2376776918062964,-0.31530215375029697,-0.2894273331022968,10.1,6.7,0.3,-0.4
Bank of Ireland Group,2018,13.4,6033,78899,11000,224,521,42,379,2513,-1728,78430,2134,675,1941,47800,123669,10051,3747,6.3,NPE,NPE ratio,2018,0.00545811804089949,0.01725573911004374,0.5180144115292233,0.634192885848515,0.63798526712434,0.9940556914536306,5.355093714139997e-4,11.725363920667991,-7.262349178844829e-4,Ireland,57.67,73.84,52.06,0,-0.19321970229321023,-0.43745465140646456,0.12821357100958497,-0.3153371768498374,-0.16748692756336328,7.7,5.8,0.7,-0.4
Bank of Ireland Group,2019,13.8,8325,83968,11000,205,510,-214,370,2525,-1308,80543,2155,448,2065,49900,131883,10433,5557,4.4,NPE,NPE ratio,2019,0.00339695032718394,0.01634024097116383,0.3716033831203887,0.6107155584874472,0.6366855470379048,0.9592106516768292,-0.00265696584433159,11.78967044487962,0.02694122147137578,Ireland,67.39,82.51,59.19,0,0.08486472396584277,0.0893775239218024,0.3429674688142589,0.08712112394382258,0.1724032389006347,5,5,0.9,-0.42876712328767125
Bank of Ireland Group,2020,13.4,10953,88637,6367,172,428,-1133,481,2570,-2242,78462,2089,-707,2036,48000,133754,9621,4335,5.7,NPE,NPE ratio,2020,-0.00528582322771655,0.01561822450169714,0.4696655132641292,0.5866142320977317,0.6626867233877117,0.8852059523675214,-0.01444011113660115,11.803757570853117,-0.02583713047688807,Ireland,68.99,83.72,64.05,1,0.02578294398019631,-0.0725627469277058,0.3376760405722377,-0.02338990147375474,0.09696541254157608,7.2,5.9,-0.5,-0.5
Bank of Ireland Group,2021,16,31360,92754,8483,179,448,194,543,2770,-1958,77878,2227,1055,1859,46200,155268,11338,6078,5.5,NPE,NPE ratio,2021,0.00679470335162428,0.01434294252518226,0.3058571898650872,0.5015714764149728,0.5973800139114306,0.8396187765487203,0.00249107578520249,11.952907935103951,-0.00744309347199922,Ireland,76.87,94.65,78.82,1,0.3143069275740004,1.11833546603423,0.9574107625447962,0.7163211968041152,0.7966843853843422,16.3,6.2,2.4,-0.5
Bank of Ireland Group,2022,15.4,36855,99200,7774,268,579,-187,663,3150,-1295,73039,2487,897,2012,47500,151324,11932,3609,3.6,Other,NPEs as % of advances,2022,0.00592767835901773,0.01643493431312944,0.5574951510113605,0.4826663318442547,0.6555470381433216,0.7362802419354839,-0.00256027601692246,11.927178512444645,-0.06213564806492211,Ireland,82.87,89.8,74.45,1,0.5562058401312239,0.388376348771642,0.8145583273042211,0.4722910944514329,0.5863801720690289,7.5,4.5,8.1,0.011643835616438355
Bank of Ireland Group,2023,14.3,31843,100183,12000,219,673,-425,2622,6329,-1222,80746,3707,1601,2094,52500,155708,12561,4460,3.1,NPE,NPE ratio %,2023,0.01028206643203946,0.02380738305032496,0.4695067264573991,0.5185732268091556,0.6434030364528477,0.8059850473633251,-0.00526341862135585,11.955737737362767,0.10551896931776183,Ireland,83.77,90.93,80.49,1,0.48961642414030304,0.30074504942895014,1.0822984050608369,0.3951807367846266,0.6242199595433633,-2.5,4.3,5.2,3.3075342465753423
Bank of Ireland Group,2024,14.6,32436,103069,11530,212,729,-107,3141,6742,-1028,83381,3601,1531,2435,55300,161813,13009,4413,2.2,NPE,NPE ratio %,2024,0.00946153893692101,0.02225408341727797,0.5517788352594607,0.5152923436312287,0.6369636555777348,0.808982332224044,-0.00128326597186409,11.994196626485255,0.03263319545240639,Ireland,86.71,98.26,85.94,1,0.5689141644856479,1.431998207955633,1.3617871773297283,1.0004561862206405,1.1208998499236698,2.6,4.3,1.3,3.73224043715847
Belfius Bank,2015,14.9,576.276,68072.328,27777.552,104.668,601.668,-92.665,2648.756,4672.441,NA,88716.714,2023.685,506.076,1396.451,47026,176962.124,8659.717,2183.862,2.29,Other,Asset quality ratio(2),2015,0.00285979840522257,0.01143569569723292,0.6394410452675123,0.5013316521901602,0.38467173913441494,1.3032713380979128,-0.00104450442111731,12.083690999956552,NA,Belgium,62.28,73.32,42.27,0,0.25091447544150924,0.15625285025793337,-0.06303671262625574,0.2035836628497213,0.11471020435772895,1.5,8.7,0.6,-0.2063013698630137
